unit,mean_zscore,sem_zscore
0,0.0072713055908317,0.0017061315089423
1,0.0243425178748154,0.0016838835385051
2,0.0866942533523432,0.0017115564411899
3,0.0231900255641186,0.0017021818062261
4,0.1296607255756151,0.0017193499731822
5,0.0211080181015577,0.0017171209440382
6,0.044252924400703,0.0017024362425618
7,0.0788089820459207,0.0017419535965722
8,0.0493937543265333,0.0017161511357473
9,0.0552771283918411,0.0017398760908877
10,0.026353586350506,0.00168523261226
11,0.1167872261549469,0.0017047448404524
12,0.0234113990839736,0.0016869142945521
13,0.0713473856625167,0.0017145767416144
14,0.0232003876941169,0.0016812273515088
15,0.1386074387009437,0.0016911387453437
16,0.0288408419086395,0.0017079398525767
17,0.0639039178509649,0.0017298791481914
18,0.0424390232042711,0.0017034750536213
19,0.001177671359495,0.0016759060040347
20,0.0597404467866988,0.0017509338487635
21,0.0960234968452973,0.0016995526783832
22,0.1057857590842501,0.0017178356186026
23,-0.0079801812144458,0.0016720122910859
24,-0.0104657807065938,0.0016375655232128
25,0.0072392305405575,0.0017011928425373
26,0.0751622955947175,0.0017126345127565
27,0.0423796254266188,0.0017039658215026
28,0.0080733822484996,0.0016553649397521
29,-0.0240368445067549,0.0016437517296471
30,-0.0991438469502076,0.0015666528349668
31,0.0842173547306625,0.0017169405655524
32,0.0286828219880485,0.0017000169230688
33,0.0762034052954143,0.0017117592436222
34,0.0710253029498043,0.0017364932118911
35,0.0773708399448464,0.0017145713211617
36,0.0521800381083854,0.0017078974130714
37,0.0510355826815858,0.0017212447004889
38,0.0391464021591684,0.0016823450154984
39,0.039427918868431,0.0016972529408366
40,0.0491350937180991,0.0016930976533176
41,0.033864403489719,0.0016967299101126
42,0.0607650612946108,0.0017106048472124
43,0.0159306530911198,0.0016844679778497
44,0.0778519487945195,0.0017122163393127
45,0.0695053366690035,0.0017083492659809
46,0.0413085948638021,0.0016863801234583
47,0.0934599237745964,0.00169611505855
48,0.0430297368034456,0.0016909860332999
49,0.0540327634473463,0.0017061521870318
50,0.0507347276413611,0.0017150988799724
51,0.0296069927942524,0.0016609744444702
52,0.0482176396769497,0.0016935136121023
53,-0.0186936371049316,0.0016523791474213
54,-0.0021216126391713,0.0016716105650539
55,0.0191231661586848,0.0016710502791955
56,0.0252975400841028,0.001688831493866
57,0.0699377136087826,0.0017108707564024
58,0.050588745738373,0.0016947462766595
59,-0.0674036520016526,0.0015729012561825
60,0.011442324164493,0.0016781217599826
61,-0.0056979650222731,0.0016425059500072
62,0.0123953023774748,0.0016926684942608
63,0.0023701320711067,0.0016756740597859
64,0.0602905271329164,0.0017065378781056
65,0.0136677849865462,0.0016747561827732
66,-0.0164408739359687,0.0016439666575274
67,0.047481040843892,0.0017129352998904
68,0.0381066948419212,0.0016909308029918
69,0.0645861687119318,0.0016807573269741
70,0.0897097814793157,0.0017030493240192
71,0.0582183594099762,0.0017105358138749
72,0.019424284332815,0.0016815405085838
73,0.0596850361859247,0.001724617316429
74,0.0261917497424217,0.0016736546338945
75,0.0702913880293908,0.0017049250927184
76,0.028940973503174,0.0016779292193728
77,-0.0130639729125312,0.0016416932558162
78,-0.0011815808037792,0.0016519410050822
79,-0.0279174122370545,0.0016212943020832
80,0.0759652056273702,0.0017127839987281
81,-0.0215700938142841,0.0016421395862804
82,-0.0007105426704433,0.0016580967780987
83,0.0013326457087828,0.0016575151204789
84,-0.0143885342223382,0.0016429492682276
85,0.0119864657013112,0.0016689145470613
86,0.0411428388359185,0.001741055272391
87,-0.0105194041739676,0.0016556075225149
88,0.0053722671336739,0.0016666400894874
89,0.0114665051421,0.0016726340003447
90,-0.074095099662356,0.0015841264787062
91,0.0475233740906588,0.0017279333254431
92,-0.0391859586330026,0.0016118676062023
93,0.0031056147100763,0.0016433010095714
94,0.0894034307420083,0.0017251670027281
95,-0.1264042314039634,0.0015517339492687
96,-0.0198205921303061,0.0016558768539767
97,0.0175100112803573,0.0016676390357942
98,0.0427925262952687,0.0016786661132578
99,-0.0006216040945102,0.0016703056194217
100,0.0530616693997458,0.0016833762807333
101,-0.0258031470367012,0.0016457661131052
102,0.0530000711007085,0.0016875714771878
103,0.0890390039731894,0.0016850399392286
104,0.0147227516010042,0.0016831368148775
105,0.0695003685128763,0.0016787163400593
106,0.0248743990818487,0.0016813329496246
107,0.0493709685923697,0.0016983718332216
108,0.0113831455007056,0.0016712829950297
109,0.0663867153482942,0.0016896621607807
110,0.0284420405300654,0.0016928144614113
111,0.0197238247493598,0.001691237143047
112,0.1165137584204818,0.0017062689421163
113,0.0982510972689201,0.0017014212196326
114,0.0145810546643488,0.0016605702839199
115,0.1236021032835971,0.0017059774004149
116,0.0338134403920228,0.0016905449362241
117,0.0825513310309558,0.0016992995407927
118,0.1018769038727397,0.0016942675606229
119,0.0646279397304246,0.0017119398655252
120,0.0775634827079238,0.0017031948087806
121,0.0450407794446468,0.0016990358846078
122,0.0810668869014821,0.0016929685712263
123,0.12789855533281,0.0016846678193038
124,0.0544569088927526,0.0017252905880122
125,0.1354311960217441,0.00173019372103
126,0.1069283113756517,0.0016996656757995
127,-0.0450114739103726,0.0016283922569531
128,0.0328907395054706,0.0016905696588962
129,-0.0002807378027146,0.001644930218303
130,-0.0090201306051345,0.0016477391562197
131,0.0252217640862793,0.0016514742383812
132,0.1659412249213068,0.0016757467412729
133,0.173153408697834,0.0016443483262981
134,0.1392737584440738,0.0016810888553215
135,-0.0080502485136463,0.0016418279413156
136,-0.0423032064902206,0.001601975596058
137,-0.0168342967553093,0.001651882856343
138,0.137561467205824,0.0016769058923062
139,0.0847561345027775,0.0016758012657141
140,0.0876468457114039,0.0016852632015835
141,0.0899608789590079,0.0016458825442704
142,-0.0459280875563673,0.0016169822893869
143,0.0460965036402762,0.0016868164139079
144,0.0829848934953517,0.0016957880749561
145,0.1251848898360245,0.001690652870276
146,0.0438921081528215,0.0017008642834816
147,-0.0415545871317715,0.0017104864796969
148,0.0837954382174062,0.001707574467475
149,0.0888389420780441,0.0017286362835984
150,0.0789223258538819,0.0017200668998319
151,0.0556900278238031,0.0017130526472629
152,0.1108628526628185,0.0016995623771082
153,0.1225140156710357,0.0016800353999988
154,0.0406136463135311,0.00169156454435
155,0.1123158109754344,0.0017166094906115
156,0.0768333848579081,0.0016971477276887
157,-0.0668529270809828,0.0015625430801888
158,0.1218521284749414,0.0017214038912915
159,0.093741450176667,0.0016983006691872
160,0.0078388826900238,0.0016576435522423
161,0.0542773083491656,0.0016611832903309
162,0.0665872595677692,0.0016942797134946
163,0.0118161248165337,0.0016525758883161
164,-0.0016286057406375,0.0016675855944191
165,-0.0002021444187227,0.0016765723344094
166,-0.0767730313568,0.00158656372282
167,-0.0286665804069663,0.0016986377547683
168,0.0429670743314142,0.0016846498729469
169,0.0288639068544183,0.001663878789937
170,0.0145079961140556,0.0016795697698824
171,0.1590105627904395,0.0016614380528815
172,-0.0510294757168028,0.0016408046484156
173,0.1020926604166917,0.001707146565437
174,0.1340200288511064,0.0016841365691325
175,0.0343861357415511,0.0017178448699441
176,-0.0299529928986467,0.0016552592249541
177,0.0807288292918418,0.0016932305837265
178,-0.0454789434440986,0.0016537843562025
179,0.0043855999624113,0.0017388492311356
180,0.0593940917306881,0.0017200800405597
181,0.1056791596033026,0.0016878001442564
182,0.1399744797708262,0.0016774319020662
183,0.1837119691066587,0.0016187508692958
184,0.1350843356317471,0.0017012647985053
185,0.0651419278816793,0.0016670604333611
186,0.037371215018267,0.0017272678412442
187,0.0354990976632875,0.0017273664938807
188,0.0922511431103513,0.0017106896225966
189,0.0882184113351783,0.0017089917901925
190,0.0474738815371712,0.0017244108016231
